,winner,white_rating,black_rating,moves
811,black,2216,2150,d4 Nf6 Nd2 d5 e3 c5 c3 Nc6 Ngf3 Bg4 h3 Bxf3 Nxf3 e6 Be2 Bd6 O-O O-O Re1 c4 a4 Na5 Nd2 Qc7 f3 Bg3 Rf1 e5 e4 exd4 cxd4 Nh5 exd5 Bh2+ Kh1 Ng3+ Kxh2 Nxf1+ Kg1 Ne3
812,black,2621,2150,d3 d5 Nf3 Nf6 g3 c5 Bg2 Nc6 O-O e5 c4 d4 e3 Bd6 exd4 cxd4 b4 Nxb4 Nxe5 Bxe5 Re1 Nd7 f4 O-O fxe5 Nc5 Bf1 Bf5 Ba3 Nbxd3 Bxd3 Nxd3 Bxf8 Nxe1 Qxe1 Kxf8 Nd2 b6 Qf2 d3 Rf1 Bg6 h4 Qc7 g4 h6 h5 Bh7 g5 hxg5 h6 gxh6 Qf6 Kg8 Nf3 Bg6 e6 Qg3+
813,white,2406,2150,d4 Nf6 c4 e6 Nf3 c5 d5 exd5 cxd5 d6 Nc3 g6 e4 Bg7 Bb5+ Nbd7 a4 a6 Be2 O-O Nd2 Ne5 O-O Re8 h3 c4 Nxc4 Nxc4 Bxc4 Nxe4 Bd2 Nxc3 Bxc3 Qg5 Bxg7 Bxh3 Qf3 Kxg7 Qxh3 Re4 b3 Rh4 Qc3+ Kg8 g3 f5 Kg2 f4 Rh1 Rg4 Rxh7 f3+ Kxf3 Rf8+ Kg2 Rf6 Rah1 Kf8 Rxb7
814,black,1384,2139,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 b5 Bb3 Bc5 d3 d6 Be3 Bd4 Bxd4 exd4 Nd5 O-O Nxf6+ Qxf6 Qd2 a5 Bd5 Ra6 Qe2 Nb4 e5 dxe5 Kd2 Nxd5 Qxe5 Qxe5 Nxe5 Re6 Rhe1 Rfe8 f4 Nxf4 Nc4 bxc4 Re4 Rxe4 Kc1 Re1+ Kd2 R8e2#
815,white,2139,1384,d4 Nf6 c4 e6 Nc3 d5 Bg5 c6 e3 h6 Bf4 Bd6 Bg3 Bb4 Qb3 Bxc3+ bxc3 Ne4 Bd3 Nxg3 hxg3 O-O Nf3 a6 c5 Nd7 Ke2 b6 cxb6 Qxb6 Qc2 Nf6 Ne5 g5 Rxh6 Kg7 Rah1 Rg8 Kd2 c5 Be2 cxd4 exd4 Ne4+ Ke1 Rb8 f3 Qb1+ Qxb1 Rxb1+ Bd1 Nxc3 Kd2 Nxa2 Rh7+ Kf8 Rxf7+ Ke8 Ba4+ Kd8 Rxb1 Rh8 Rg7 Rh2 Nf7+ Kc7 Ne5+ Kd6 Rb6#
816,black,2621,2139,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Be2 h6 Nf3 Bc5 d3 O-O O-O Re8 Nc3 Bf5 Nd2 Rb8 b3 Bd4 Bb2 Nb7 Rb1 Nd6 Bf3 Qa5 a4 Bxc3 Bxc3 Qxc3 Re1 c5 Qe2 Qxc2
817,white,2403,1746,e4
818,white,2454,1746,e4 e6 d4 Bb4+ c3
819,black,2039,2102,c4 e5 Nc3 Nf6 g3 Nc6 Bg2 Bb4 Nd5 O-O Nxb4 Nxb4 Nf3 e4 Nd4 d5 a3 dxc4 Nb5 Nbd5 Qc2 c6 Nc3 Bf5 e3 Nb6 O-O Re8 a4 Nbd7 Ne2 Ne5 b3 cxb3 Qxb3 Rb8 Nd4 Qd7 Ba3 Bh3 f4 exf3 Bxh3 Qxh3 Nxf3 Nxf3+ Rxf3 Ng4 Qxf7+ Kh8 Rf2 Nxf2 Kxf2 Qe6 Qf3 Rbd8 Ke2 Qc4+ Ke1 Qd3 Bb4 c5 Bc3 Rf8 Qe2 Qxe2+ Kxe2 Rf7 Rf1 Rdf8 Rxf7 Rxf7 Be5 Kg8 h4 a6 Kd3 b5 axb5 axb5 Kc3 Rb7 Bd6 c4 Bb4 Kf7 d3 cxd3 Kxd3 Ke6 Kd4 Rd7+ Kc5 Rd5+ Kc6 g6 Bc5 Ke5 Kxb5 Rxc5+ Kxc5 Ke4 Kd6 Kxe3 Ke6 Kf3 Kf6 Kxg3 Kg5 h5 Kxg6 Kxh4 Kf5 Kg3 Ke4 h4 Ke3 h3 Ke2 h2
820,black,1866,2104,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d4 Bxd4 Nxd4 Nxd4 f4 d6 c3 Bg4 Qa4+ Bd7 Bxf7+ Kxf7 Qd1 Nc6 fxe5 Nxe5 Bg5 Re8 Bxf6 gxf6 Qh5+ Kg8 Rf4 Qe7 Nd2 Ng6 Rf3 Qe5 Qxh7+ Kxh7 Nc4 Qxe4 Raf1 Rf8 Ne3 Bc6 Ng4 f5 Rh3+ Kg7 Ne3 f4 Rh7+ Kxh7
821,white,2113,1838,e4 e5 Nf3 Nf6 Nxe5 g6 Bc4 d5 exd5 Nxd5 O-O Be6 Re1 Bg7 d4 O-O Nc3 Nxc3 bxc3 Bxe5 Bxe6 fxe6 Rxe5 Qf6 Qe2 Re8 Bg5 Qf7 Re1 Nc6 Rxe6 Rxe6 Qxe6 Rf8 Qxf7+ Rxf7 f3 Kg7 Kf2 h6 Bh4 g5 Bg3 Na5 h3 Nc4 Be5+ Kg6 Re2 Re7 Bg3 Rxe2+ Kxe2 c6 Bc7 Kf5 g3 h5 Kd3 Na3 g4+ hxg4 hxg4+ Kg6 c4 b5 c5 Nc4 Bg3 a5 Be1 Kf6 Bc3 Ke6 Ke4 Na3 Kd3 Kd5 Bxa5 Nc4 Bd8 Nb2+ Kc3 Nd1+ Kd2 Nb2 c3 Nc4+ Ke2 Na3 Bxg5 Kc4 Bd2 Nb1 g5 Nxc3+ Bxc3 Kxc3 g6 Kb2 g7 Kxa2 g8=Q+ Ka3 Qa8+ Kb3 Qxc6
822,white,2104,1980,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ne2 cxd4 cxd4 f6 Nf4 Nxd4 Qh5+ Ke7 Ng6+ hxg6 exf6+ Nxf6 Qxh8 Nf5 Nf3 Bd7 O-O Qc7 Bg5 Re8 Qh3 Kd8 Rac1 Qb6 Ne5 Ne7 Nf7#
823,white,2244,2082,d4 d5 Bf4 Nf6 e3 c5 Nc3 e6 Nb5 Na6 Nf3 Bd7 a4 Be7 Be2 c4 O-O O-O h3 Qb6 Ne5 Bxb5 axb5 Qxb5 b3 Qe8 bxc4 dxc4 Bxc4 Nb4 c3 Ne4
824,black,1746,2108,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3 h6 O-O O-O h3 a6 a3 d6 Kh1 b5 Ba2 Qe7 Nd5 Nxd5 Bxd5 Bd7 c3 Bb6 Nh2 Rae8 f4 exf4 Bxf4 Ne5 d4 Ng6 Bg3 Be6 Bc6 Bd7 Bd5 c6 Ba2 a5 b4 a4 Ng4 Be6 d5 cxd5 exd5 Bd7 Bb1 Qd8 Bxd6 Bxg4 Qxg4 Qxd6 Bxg6 fxg6 Rxf8+ Rxf8 Qe6+ Qxe6 dxe6 Re8 Re1 Kf8 g4 Ke7 Re5 Bd8 Rxb5 Kxe6 c4 Re7 c5 Kd5 Rb8 Rd7 Ra8 Bf6 Rxa4 Kc4 Ra8 Rd1+ Kg2 Bd4 Kf3 Rd3+ Ke4 Re3+ Kf4 Re7 h4 Rf7+ Kg3 g5 h5 Be5+ Kg2 Rf4 c6 Rxg4+ Kf1 Rf4+ Ke2 Rf7 Re8 Bf4 Re4+ Kb3 b5 Kxa3 b6 Bd6 c7 Bxc7 bxc7 Rxc7 Re3+ Kb4 Re4+ Kc3 Re8 Kd4 Kf3 Rf7+ Ke2 Kd5 Ke3 Kd6 Re4 Re7 Rxe7 Kxe7 Ke4 Kf6 Kf3 g6 hxg6 Kxg6 Kg4 h5+ Kg3 Kf5 Kf3 g4+ Kg3 Kg5 Kh2 h4 Kg2 Kf4 Kf2 g3+ Kg2 Kg4 Kh1 h3 Kg1 Kf3 Kf1 g2+ Kg1 h2+ Kxh2 Kf2 Kh3 g1=Q Kh4 Qg7 Kh5 Kf3 Kh4 Qg8 Kh5 Kf4 Kh6 Kf5 Kh5 Qg6+ Kh4 Qg4#
825,black,1527,2108,e3 e5 c4 Nf6 a3 Nc6 h3 Be7 d3 d5 b3 O-O Nd2 d4 e4 a5 Ngf3 Nd7 Nb1 Nc5 Nh2 f5 g4 fxe4 dxe4 Nxe4 f3 Bh4+ Ke2 Ng3+ Kd3 Nxh1 Be2 Ng3 Kc2 Nxe2 Qxe2 e4 Qxe4 Qd6 Bf4 Qxf4 Qd5+ Kh8 Nd2 Qxh2 Qh5 d3+ Kc3 Qe5+ Kxd3 Qxh5 gxh5 Bf5+ Kc3 Bf6#
826,black,1917,2121,e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Nf6 Nf3 Qh6 d4 Ng4 Nc3 c6 Ne2 d5 Bxf4 Qxf4 Nxf4 Ne3+ Ke2 Nxd1 Raxd1 dxc4 c3 Bg4 h3 Bxf3+ gxf3 Nd7 Rhg1 g6 d5 cxd5 Nxd5 O-O-O Rd4 Ne5 f4 Nd3 Rxc4+ Kb8 Kxd3 f5 exf5 Rxd5+ Ke4 Rxf5 Rd1 Bh6 Kf3 Rhf8 Rcd4 Rxf4+
827,black,1687,2119,d4 d5 c4 c6 Nc3 Nf6 Bg5 e6 e3 Nbd7 Bd3 h6 Bf4 dxc4 Bxc4 b5 Bd3 Bb7 Nge2 a6 a3 c5 O-O Rc8 Rc1 Be7 h3 cxd4 exd4 Nb6 Bh2 O-O Na2 Nbd5 Rxc8 Qxc8 Nf4 Nxf4 Bxf4 Qc6 f3 Nd5 Be4 Qd7 Qd2 Nxf4 Qxf4 Qxd4+ Kh1 Bxe4 Qxe4 Qxb2 Nb4 Qxa3 Nc6 Bf6 Ne5 Bxe5 Qxe5 b4 Ra1 Qd3 Qa5 b3 Rb1 Qxb1+
828,black,2166,2318,e4 c6 d4 d5 e5 Bf5 h4 h5 Bd3 Bxd3 Qxd3 e6 Nf3 c5 c3 Nc6 Nbd2 Rc8 a3 Nh6 b4 cxd4 cxd4 Nf5 Bb2 Qb6 O-O Be7 Nb3 Nxh4 Nxh4 Bxh4 Rfc1 Bg5 Rc5 O-O Qe2 g6 Bc1 Be7 Rb5 Nxd4 Nxd4 Qxd4 Bb2 Qc4 Qxc4 Rxc4 Rxb7 Bh4 Rc1 Rfc8 Rxc4 dxc4 Bc3 Rd8 Rc7 Rd1+ Kh2 Bxf2 Rxc4 Rc1 Rc8+ Kg7 Rc7 Bd4 a4 Rxc3
829,white,2308,2173,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5 Bd7 Bxc6 Bxc6 Nc3 e5 Qd3 h6 Be3 Nf6 O-O Be7 Nd2 O-O Rfd1 Qd7 f3 b5 Nb3 a5 Nd5 Bxd5 exd5 Qb7 a4 b4 f4 e4 Qd4 Bd8 h3 Re8 g4 Nd7 Qd2 Nb6 Kh2 Nc4 Qc1 Nxe3 Qxe3 Bb6 Qe2 e3 Rd3 Re4 Rf1 Qd7 Kg3 Qxa4 h4 Qb5 g5 hxg5 hxg5 a4 Nc1 Qc4 b3 axb3 cxb3 Qb5 Rh1 Ra1 Rc3 Qe8 Qh5 Kf8 Rc8 Bd8 Qh8+ Ke7 Qxg7 e2 Qf6+ Kd7 Rxd8+ Qxd8 Qf5+ Kc7 Qxe4 Qh8 Rxh8 e1=Q+ Qxe1
830,black,2180,2298,e4 c6 d4 d5 e5 Bf5 h4 h5 Bd3 Bxd3 Qxd3 e6 Nf3 c5 c3 Nc6 Nbd2 Nh6 Nf1 Be7 Ng3 Ng4 Ng5 Qb6 Ne2 cxd4 cxd4 Rc8 O-O a5 Be3 Nb4 Qd1 Rc7 Qa4+ Kf8 Rac1 Nc6 Rc2 Bxg5 hxg5 g6 Rfc1 Kg7 b3 Rhc8 Rc5 Qa6 Qb5 Qxb5 Rxb5 Nxd4 Rxc7 Nxe2+ Kf1 Ng3+ fxg3 Rxc7 Bb6 Rc1+ Ke2 Rc2+ Kd3 Rxa2 Rxa5 Rxa5 Bxa5 Nxe5+ Ke3 Nc6 Bc3+ e5 b4 d4+
831,black,1214,2621,e4 c5 Nf3 d6 d4 Nf6 Nc3 cxd4 Nxd4 Nc6 Nxc6 bxc6 g3 Bg4 Qd3 g6 Bg2 Bg7 e5 Nd7 exd6 O-O dxe7 Qxe7+ Be3 Ne5 Qd4 Nf3+ Bxf3 Bxd4 Bxg4 Bxe3 fxe3 Qxe3+ Ne2 Rad8 Rd1 Rxd1+ Kxd1 Rd8+ Ke1 Rd2 Kf1 Rxc2 h4 Rxb2 Rh2 Rxa2 Rf2 h5 Bf3 Rc2 Kg2 a5 g4 hxg4 Bxg4 a4
832,white,2191,1174,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ Qxf6 Nf3 Be7 b3 c5 Bb2 Nc6 Bb5 Bd7 Qe2 cxd4 Nxd4 Nxd4 Bxd7+ Kxd7 Bxd4 Qxd4 Rd1 Bb4+ Kf1 Qxd1+ Qxd1+ Kc7 Qg4 Rhg8 Qxb4 Rad8 g3 h5 Kg2 g5 h4 gxh4 Rxh4 Rh8 Qf4+ Kc8 Qxf7 Rd2 Qxe6+
833,black,1670,2621,e4 c5 Nf3 d6 d4 Nf6 Nc3 cxd4 Nxd4 Nc6 Bb5 Bd7 O-O e6 Bg5 Be7 Re1 Rc8 Bf1 a6 Nf3 O-O a3 Qc7 Qd3 Rfd8 h3 Ne5 Nxe5 dxe5 Qe2 Bc6 Be3 Nxe4 Nxe4 Bxe4 Bb6 Qxb6 Qxe4 Rd2 Re2 Rxe2 Qxe2 Qxb2 Re1 Rxc2 Qxe5 Qxe5 Rxe5 Bc5 Re2 Rxe2 Bxe2 Bxa3 Kf1 Kf8 Ke1 Ke7 Kd2 Kd6 Kc3 b5 Bd3 Kc5 Bxh7 e5 g4 f6 f3 a5 Be4 a4 h4 b4+ Kc2 b3+ Kc3 Bb4+ Kb2 Kc4 Bf5 a3+ Kc1 a2 Be6+ Kc3
834,black,1670,2621,e4 c5 Nf3 d6 d4 Nf6 Nc3 cxd4 Nxd4 Nc6 Bb5 Bd7 Bg5 Rc8 O-O e6 Be2 Be7 a3 a6 Re1 O-O Qd2 Qc7 h3 Rfd8 Nf3 b5 Bd3 Ne5 Nxe5 dxe5 Qe2 Bc6 Be3 Nd7 Rf1 Bc5 Rac1 Qb6 b4 Bd4 Bxd4 Qxd4 Qe1 Bb7 Ne2 Qa7 Ng3 Nf8 Nh1 Ng6 g3 Qd4 Qe2 Qc3 Ra1 Ne7 Kg2 Nc6 Rfc1 Nd4 Qe1 Qxe1 Rxe1 Nxc2 Bxc2 Rxc2 h4 Rd4 Kg1 Bxe4 Rf1 Rdd2
835,white,2135,1602,f4 e6 Nf3 Be7 e3 Bh4+ Nxh4 Qxh4+ g3 Qe7 Bg2 Nc6 b3 Nf6 Bb2 d5 O-O h5 h4 Ng4 Bxg7 Rg8 Bb2 f5 Qe1 Bd7 c4 dxc4 bxc4 Rg6 d4 Qb4 Bc3 Qxc4 Na3 Qd3 Rf3 Qa6 Nc2 Ne7 Nb4 Qd6 e4 c6 e5 Qc7 Rb1 Nd5 Nxd5 cxd5 Bb4 Kf7 Bd6 Qc4 Qc3 Bc6 Qxc4 dxc4 Rc3 Bd5 Bxd5 exd5 Rxb7+ Kg8 Ra3 Rg7 Rxg7+ Kxg7 Ra6 Kf7 Rc6 Ne3 Kf2 Ng4+ Ke2 Rb8 Bxb8
836,black,1899,2207,e4 e6 Nc3 d5 Nf3 Nf6 Bd3 c5 exd5 exd5 O-O Be7 Re1 O-O h3 Nc6 Bf1 Bf5 d3 Re8 Bf4 Qd7 Ne5 Nxe5 Bxe5 b5 Qf3 b4 Bxf6 Bxf6 Nxd5 Bxb2 Ne7+ Kh8
837,white,2387,1906,d4 d5 c4 e6 Nf3 Nd7 g3 Bd6 Bg2 h6 O-O Ngf6 Qc2 c6 Nbd2 b6 e4 dxe4 Nxe4 Nxe4 Qxe4 Bb7 Ne5 Bxe5 dxe5 Nc5 Qe2 Qd3 Qxd3 Nxd3 f4 Nxc1 Raxc1 Rd8 Rfd1 Ke7 Kf2 Rd7 Rxd7+ Kxd7 c5 Kc7 b4 b5 Rd1 a5 Rd4 axb4 Rxb4 Ra8 Rb2 Ra4 Bf1 Ra3 Rc2 b4 Bc4 Ba6 Bb3 Bb5 Ke3 Ra8 Rd2 Rd8 Rd6 g6 Ke4 h5 Kf3 Rh8 Kg2 Rd8 Kh3 Bf1+ Kh4 Rb8 Kg5 Rb5 Rd1 Be2 Rc1 Rb8 Kf6 h4 Kxf7 Bd3 Bxe6 hxg3 hxg3 Bf5 Bxf5 gxf5 e6 b3 axb3 Rxb3 e7 Rxg3 e8=Q Kb7 Rb1+ Ka6 Qa8#
838,white,2387,1906,d4 e6 c4 c6 Nf3 d5 g3 Bd7 Bg2 Na6 O-O Nf6 b3 h6 Nbd2 Bd6 Bb2 c5 cxd5 exd5 Rc1 cxd4 Nxd4 Nb4 a3 Na6 b4 O-O N2b3 b6 Nc6 Be6
839,black,1898,2125,c4 Nf6 Nc3 g6 g3 c6 Bg2 Bg7 d3 O-O e4 d6 Nge2 e5 O-O Be6 Qb3 Qb6 Qxb6 axb6 Be3 Nbd7 f4 Ng4 Bd2 f5 h3 Nh6 a3 Nc5 Nc1 fxe4 b4 Nxd3 Nxe4 Nxc1 Raxc1 Rxa3 Nxd6 exf4 Bxf4 Nf5 Nxb7 Nxg3 Rfe1 Bxh3 Bxh3 Rxf4 Re8+ Rf8 Be6+ Kh8 Rxf8+ Bxf8 Rd1 Bxb4 Nd8 Ra2 Bg4 Bc5+
840,black,1904,2122,c4 e5 g3 Nf6 Bg2 Nc6 Nc3 Bb4 d3 Bxc3+ bxc3 O-O e4 d6 Ne2 Ne8 O-O f5 f4 fxe4 Bxe4 Bh3 Bg2 Bxg2 Kxg2 Qd7 d4 b6 dxe5 Na5 Qd3 Kh8 exd6 Nxd6 Ba3 Qc6+ Qd5 Qxc4 Qxc4 Naxc4 Bb4 Ne3+ Kf3 Nxf1 Rxf1 Rfe8 Bxd6 cxd6 Nd4 Rac8 Rc1 d5 Nb5 Re7 Nd6 Rc6 Nf5 Rec7 Re1 Rxc3+ Kg4 h6 Nh4 Rc2 Ng6+ Kh7 Nf8+ Kg8 Ng6 Rxh2 Ne7+ Rxe7 Rxe7 Rxa2 Rd7 Ra4 Rxd5 a6 Kf3 Ra3+ Kf2 Kf7 g4 b5 Ke2 b4 Kd2 a5 Kc2 a4 g5 hxg5 fxg5 b3+ Kb1 Ra2 Rb5 Kg6 Rb7 Rg2 Ra7 Rg4 Ra5 Rxg5 Rxa4 Rb5 Kb2 Kh5 Ra8 g5 Rh8+ Kg4 Rg8 Kf3 Rf8+ Kg3 Rh8 g4 Rh7 Kg2 Rg7 g3 Rg6 Kf2 Rf6+ Kg1 Rg6 g2 Rg7 Rf5 Rc7 Kf2 Kxb3 g1=Q Rc2+ Kg3 Rc3+ Rf3
841,white,2195,1952,Nf3 c5 e3 g6 d4 cxd4 exd4 Nf6 Bd3 Bg7 O-O d5 c4 O-O Nc3 e6 c5 Nc6 a3 a5 Na4 Nd7 Be3 b6 cxb6 Nxb6 Nc5 Nd7 Rc1 Qb6 Na4 Qb7 Qc2 Ne7 Qc7 Ra7 Qxb7 Rxb7 Rc2 Nb6 Nc5 Rc7 Bf4 Ra7 Bd6 Rd8 Be5 Nc6 Bxg7 Kxg7 Nxe6+ Bxe6 Rxc6 Na4 b4 Nb2 Be2 axb4 axb4 Rb8 b5 Nc4 Rc5 Rab7 Rb1 Na3 Rb3 Nc4 h3 Na5 Rb4 h6 Ne5 Kf6 Ra4 Nb3 Rc3 Nd2 Nc6 Rc8 Ra6 Ne4 Rf3+ Kg7 Rfa3 Bd7 Bd3 Nf6 f3 h5 g4 hxg4 hxg4 Nh7 Kf2 Ng5 Ne7 Ne6 Nxc8 Bxc8 Ke3 Bd7 Ra7 Bc8 Rxb7 Bxb7 Ra7 Nd8 b6 Bc8 Ra8
842,white,2350,1500,e4 c5 Nc3 Nc6 Bb5 Nd4 Bc4 e6 Nf3 d5 exd5 exd5 Nxd5 Nxf3+ Qxf3 Be6 O-O Ne7 Re1 Qd7 Bb5 Qxb5 Nc7+
843,black,2043,2104,c4 e5 Nc3 Nf6 e3 d6 Nge2 Be6 Qa4+ c6 d4 Nbd7 b3 a6 Ng3 b5 cxb5 axb5 Qb4 d5
844,black,1743,2269,d4 d5 c4 Nc6 e3 dxc4 Bxc4 e5 Qf3 Qf6 Nd2 exd4 Qxf6 Nxf6 Bb5 dxe3 fxe3 Bd7 Bxc6 Bxc6 Ngf3 Bd6 Kf2 O-O-O Nc4 Ne4+ Ke2 Bb5 b3 Nc3+ Kf2 Be7 Bb2 Ne4+ Ke2 f6 Rhd1 Rxd1 Rxd1 Rd8 Nd4 Ba6 Kf3 Ng5+ Ke2 Ne4 Kd3 Nf2+
845,white,2268,1744,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Be3 Bd6 f3 Bf5 Qd2 c6 O-O-O O-O g4 Bg6 h4 h5 g5 Nfd7 Bd3 Nb6 Bxg6 fxg6 Qd3 Kh7 f4 Qd7 Nge2 Nc4 Rdf1 Nxe3 Qxe3 Qe7 Qxe7 Bxe7 Ng3 Bd6 Nce2 Nd7 f5 Bxg3 Nxg3 gxf5 Nxh5 g6 Nf4 Rae8 h5 gxh5 Rxh5+ Kg7 Rfh1 Rh8 Ne6+ Rxe6 Rxh8 Kg6 R1h6+ Kf7 R8h7+ Kg8 Rxe6 Kxh7 Re7+ Kg6 Rxd7 Kxg5 Rxb7 Kg4 Rxa7 f4 Rf7 Kf3 Kd1 Ke3 a4 f3 a5 Kf2 a6 Kg2 Ke1 f2+ Rxf2+ Kg3 a7
846,black,1820,2621,e4 c5 Nf3 d6 d4 Nf6 Bb5+ Bd7 Bxd7+ Qxd7 Nc3 cxd4 Nxd4 Nc6 Be3 Ng4 O-O Nxe3 fxe3 g6 Qf3 Ne5 Qe2 Bg7 Rad1 O-O Nd5 e6 Nf6+ Bxf6 Rxf6 Kg7 Rdf1 Rac8 c3 a6 Qf2 Ng4 Rxg6+ fxg6 Nxe6+ Qxe6 Qg3 Rxf1+ Kxf1 Rf8+ Ke2 Qxe4 Qxd6 Rf2+ Kd1 Qb1#
847,white,2392,1820,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e6 g4 h6 Bg2 Qc7 O-O Be7 f4 Nc6 Be3 O-O Nce2 b5 Ng3 Bb7 c3 Rae8 Qd2 d5 e5 Nd7 Rae1 Nb6 b3 Bc5 Kh1 Be7 Nh5 Bh4 Nxc6 Bxe1 Qxe1 Bxc6 Qg3 Kh8 g5 g6 gxh6 Nd7 Bd4 Qd8 f5 g5 f6 Rg8 Ng7 Nf8 Qxg5 Nh7 Qh5 Ref8 Rg1 Qa5 Qe2
848,white,2447,1802,d4 Nf6 Nf3 e6 c4 d5 Nc3 Be7 Bg5 h6 Bh4 O-O Rc1 b6 e3 Bb7 Bxf6 Bxf6 cxd5 exd5 b4 a6 Be2 Nd7 O-O c6 Qb3 b5 Rfe1 Nb6 Rcd1 Re8 Bd3 Nc4 e4 g6 e5 Bg7 a4 Bc8 h3 Be6 Nd2 Qg5 Nf3 Qe7 Re2 Bf8 Rb1 Qd7 Kh2 Bf5 Bxf5 Qxf5 Ra2 Be7 Ne2 Kg7 Rba1 Rac8 axb5 axb5 Ra7 h5 Rb7 g5 Raa7 Qe6 Qc2 g4 Nf4 Qh6 Qf5 gxf3 Rxe7 Rxe7 Rxe7 Rf8 Ne6+
849,white,2522,1802,d4 Nf6 c4 e6 Nc3 d5 e3 Be7 Nf3 O-O Be2 dxc4 Bxc4 b6 O-O Bb7 b3 Nbd7 Bb2 Ne4 Rc1 Nxc3 Bxc3 c5 a4 a6 dxc5 Nxc5 Qd4 Qxd4 Nxd4 Ne4 Bb2 Nd2 Rfd1 Bb4 Bc3 Bxc3 Rxc3 Nxc4 Rxc4 Rac8 Rdc1 Rxc4 Rxc4 Rc8 Rxc8+ Bxc8 Kf1 Bd7 Ke1 Kf8 Kd2 Ke7 Kc3 Kd6 Kc4 e5 Ne2 b5+ Kb4 bxa4 bxa4 Bc6 f3 f5 Nc3 g5 Ka5 Kc5 Kxa6 Kb4 Kb6 Ba8 Nb5 Kxa4 Nd6 e4 fxe4 fxe4 Kc5 Kb3 Kd4 Kc2 Nxe4 h6 g3 Kd1 Nd6 Ke2 Nf7 Kf3 Nxh6 Kg2 h4 gxh4 gxh4 Kh3 Nf5 Kg4 Ke5 Bc6 Ne7 Ba4 Ng6 Kh5 Nf4+ Kxh4 Kd4 Kg4 Nd3 Kf3 Ne5+ Kg3 Nd3 Kg4 Nc5
850,white,2452,1802,Nf3 Nf6 c4 e6 g3 d5 Bg2 Be7 O-O O-O d4 b6 Nc3 Bb7 Ne5 c6 e4 dxe4 Nxe4 Nbd7 Nxf6+ Bxf6 Bxc6 Bxc6 Nxc6 Qc7 d5 Nb8 Nxb8 Raxb8 dxe6 Qxc4 exf7+ Rxf7 Qb3 Qxb3 axb3 Bd4 Ra4 Bc5 b4 b5 Ra6 Bb6 Be3 Bxe3 fxe3 Rxf1+ Kxf1 Rb7 Ke2 g6 Kd3 Rd7+ Ke4 Rd2 Rxa7 Rxb2 h4 Rxb4+ Ke5 Rg4 Kf6 Ra4 Rb7 Ra6+ Ke5 Ra3 Kf6 Ra6+ Kg5 Ra5 Kh6 Ra3 Rxh7 Rxe3 Rg7+ Kf8 Rxg6 b4 g4 b3 Rb6 Kf7 Rb7+ Ke6 g5 Kd6 g6 Kc6 Rb8
851,black,1802,2468,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 d3 d6 c3 Bd7 h3 h6 Re1 O-O Nbd2 Ne7 Bxd7 Qxd7 Nf1 Ng6 Be3 Bb6 Bxb6 axb6 Ne3 Nf4 Kh2 g6 Rg1 Kg7 g4 Rh8 Qd2 h5 Rg3 hxg4 Ng1 Rh4 a3 Rah8 Ng2 Nxg2 Kxg2 Nh5 Rxg4 Rxg4+ hxg4 Qxg4+ Kf1 Nf4 f3 Qg3 Rd1 Rh2
852,white,2485,1802,d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Qb3 e6 Nf3 O-O Bd2 c6 Rc1 Nbd7 Qa3 a6 c5 Ne4 Nxe4 dxe4 Ba5 Qe7 Nd2 Nf6 Bc3 Re8 b4 Qd8 Nc4 Nd5 Nd6 Re7 Ba1 f5 b5 cxb5 Bxb5 Bd7 Nxb7 axb5 Nxd8 Rxa3 c6 Bc8 O-O Rc7 Rc5 Ne7 Rxb5 Nxc6 Rc1 Ra6 Rbc5 Bd7 d5 exd5 Bxg7 Kxg7 Rxd5 Rb6 g3 Bc8 Rd6 Nxd8 Rxc7+
853,white,2621,1802,d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bg5 h6 Bh4 O-O e3 b6 cxd5 exd5 Bd3 Bb7 O-O Nbd7 Qc2 a6 Rfd1 c5 dxc5 bxc5 Bf5 Nb6 Rac1 Qc7 Bg3 Bd6 Ne2 Bxg3 hxg3 Nbd7 Nf4 g5 Ne2 Qb6 Nc3 Bc6 Bxd7 Nxd7 Nxd5 Bxd5 Rxd5 Rfd8 Rcd1
