p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,alg,uci
r,.,b,q,.,r,k,.,p,p,.,.,b,p,p,p,.,.,n,.,.,n,.,.,.,.,p,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,N,.,.,N,P,.,P,P,.,.,P,P,B,P,R,.,B,Q,.,R,K,.,white,Bg5,c1g5
r,.,b,q,.,r,k,.,p,p,.,.,b,p,p,p,.,.,n,.,.,n,.,.,.,.,.,p,.,.,B,.,.,.,.,p,.,.,.,.,.,.,N,.,.,N,P,.,P,P,.,.,P,P,B,P,R,.,.,Q,.,R,K,.,white,Nxd4,f3d4
r,.,.,q,.,r,k,.,p,p,.,.,b,p,p,p,.,.,n,.,b,n,.,.,.,.,.,p,.,.,B,.,.,.,.,N,.,.,.,.,.,.,N,.,.,.,P,.,P,P,.,.,P,P,B,P,R,.,.,Q,.,R,K,.,white,Rc1,a1c1
.,.,r,q,.,r,k,.,p,p,.,.,b,p,p,p,.,.,n,.,b,n,.,.,.,.,.,p,.,.,B,.,.,.,.,N,.,.,.,.,.,.,N,.,.,.,P,.,P,P,.,.,P,P,B,P,.,.,R,Q,.,R,K,.,white,Nxe6,d4e6
.,.,r,q,.,r,k,.,p,p,.,.,b,.,p,p,.,.,n,.,p,n,.,.,.,.,.,p,.,.,B,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,P,.,P,P,.,.,P,P,B,P,.,.,R,Q,.,R,K,.,white,Qb3,d1b3
.,.,r,q,.,r,k,.,p,p,.,.,b,.,p,p,.,.,.,.,p,n,.,.,.,.,.,p,.,.,B,.,.,.,.,n,.,.,.,.,.,Q,N,.,.,.,P,.,P,P,.,.,P,P,B,P,.,.,R,.,.,R,K,.,white,Qd1,b3d1
.,.,r,.,.,r,k,.,p,p,.,.,b,.,p,p,.,q,.,.,p,n,.,.,.,.,.,p,.,.,B,.,.,.,.,n,.,.,.,.,.,.,N,.,.,.,P,.,P,P,.,.,P,P,B,P,.,.,R,Q,.,R,K,.,white,Be3,g5e3
.,.,.,.,.,r,k,.,p,p,.,.,b,.,p,p,.,q,.,.,p,n,.,.,.,.,.,p,.,.,.,.,.,.,r,n,.,.,.,.,.,.,N,.,B,.,P,.,P,P,.,.,P,P,B,P,.,.,R,Q,.,R,K,.,white,b3,b2b3
.,.,.,.,.,r,k,.,p,p,.,.,b,.,p,p,.,q,.,.,p,n,.,.,.,.,.,p,.,.,.,.,.,.,.,n,.,.,.,.,.,P,r,.,B,.,P,.,P,.,.,.,P,P,B,P,.,.,R,Q,.,R,K,.,white,Rxc3,c1c3
.,.,.,.,.,r,k,.,p,p,.,.,.,.,p,p,.,q,.,.,p,n,.,.,.,.,b,p,.,.,.,.,.,.,.,n,.,.,.,.,.,P,R,.,B,.,P,.,P,.,.,.,P,P,B,P,.,.,.,Q,.,R,K,.,white,Rxc5,c3c5
.,.,.,.,.,r,k,.,p,p,.,.,.,.,p,p,.,.,.,.,p,n,.,.,.,.,q,p,.,.,.,.,.,.,.,n,.,.,.,.,.,P,.,.,B,.,P,.,P,.,.,.,P,P,B,P,.,.,.,Q,.,R,K,.,white,Bxd4,e3d4
.,.,.,.,.,r,k,.,p,p,.,.,.,.,p,p,.,.,.,.,p,n,.,.,q,.,.,p,.,.,.,.,.,.,.,B,.,.,.,.,.,P,.,.,.,.,P,.,P,.,.,.,P,P,B,P,.,.,.,Q,.,R,K,.,white,Qc2,d1c2
.,.,.,.,n,r,k,.,p,p,.,.,.,.,p,p,.,.,.,.,p,.,.,.,q,.,.,p,.,.,.,.,.,.,.,B,.,.,.,.,.,P,.,.,.,.,P,.,P,.,Q,.,P,P,B,P,.,.,.,.,.,R,K,.,white,Bh3,g2h3
.,.,.,.,n,r,k,.,p,p,.,.,.,.,p,p,q,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,B,.,.,.,.,.,P,.,.,.,.,P,B,P,.,Q,.,P,P,.,P,.,.,.,.,.,R,K,.,white,Qc8,c2c8
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,e4,e2e4
r,.,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,.,b,q,k,b,n,r,p,p,p,.,p,p,p,p,.,.,n,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,exd5,e4d5
r,.,b,.,k,b,n,r,p,p,p,.,p,p,p,p,.,.,n,.,.,.,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,Nc3,b1c3
r,.,b,.,k,b,n,r,p,p,p,.,p,p,p,p,.,.,n,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,N,.,.,P,P,P,P,.,P,P,P,R,.,B,Q,K,B,.,R,white,d4,d2d4
r,.,.,.,k,b,n,r,p,p,p,.,p,p,p,p,.,.,n,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,P,.,.,b,.,.,.,N,.,.,N,.,.,P,P,P,.,.,P,P,P,R,.,B,Q,K,B,.,R,white,Be3,c1e3
.,.,k,r,.,b,n,r,p,p,p,.,p,p,p,p,.,.,n,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,P,.,.,b,.,.,.,N,.,B,N,.,.,P,P,P,.,.,P,P,P,R,.,.,Q,K,B,.,R,white,Be2,f1e2
.,.,k,r,.,b,n,r,p,p,p,.,.,p,p,p,.,.,n,.,.,.,.,.,q,.,.,.,p,.,.,.,.,.,.,P,.,.,b,.,.,.,N,.,B,N,.,.,P,P,P,.,B,P,P,P,R,.,.,Q,K,.,.,R,white,d5,d4d5
.,.,k,r,.,b,.,r,p,p,p,.,.,p,p,p,.,.,n,.,.,n,.,.,q,.,.,P,p,.,.,.,.,.,.,.,.,.,b,.,.,.,N,.,B,N,.,.,P,P,P,.,B,P,P,P,R,.,.,Q,K,.,.,R,white,dxc6,d5c6
.,.,k,.,.,b,.,r,p,p,p,.,.,p,p,p,.,.,P,.,.,n,.,.,q,.,.,.,p,.,.,.,.,.,.,.,.,.,b,.,.,.,N,.,B,N,.,.,P,P,P,.,B,P,P,P,R,.,.,r,K,.,.,R,white,Rxd1,a1d1
.,.,k,.,.,b,.,r,p,.,p,.,.,p,p,p,.,.,p,.,.,n,.,.,q,.,.,.,p,.,.,.,.,.,.,.,.,.,b,.,.,.,N,.,B,N,.,.,P,P,P,.,B,P,P,P,.,.,.,R,K,.,.,R,white,O-O,e1g1
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,.,p,.,.,n,.,.,q,.,b,.,p,.,.,.,.,.,.,.,.,.,b,.,.,.,N,.,B,N,.,.,P,P,P,.,B,P,P,P,.,.,.,R,.,R,K,.,white,Bd2,e3d2
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,.,p,.,.,n,.,.,q,.,.,.,p,.,.,.,.,b,.,.,.,.,b,.,.,.,N,.,.,N,.,.,P,P,P,B,B,P,P,P,.,.,.,R,.,R,K,.,white,a3,a2a3
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,.,p,b,.,n,.,.,q,.,.,.,p,.,.,.,.,.,.,.,.,.,b,.,P,.,N,.,.,N,.,.,.,P,P,B,B,P,P,P,.,.,.,R,.,R,K,.,white,h3,h2h3
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,.,p,b,.,n,.,.,q,.,.,.,p,.,.,b,.,.,.,.,.,.,.,.,P,.,N,.,.,N,.,P,.,P,P,B,B,P,P,.,.,.,.,R,.,R,K,.,white,Rfe1,f1e1
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,q,p,b,.,n,.,.,.,.,.,.,p,.,.,b,.,.,.,.,.,.,.,.,P,.,N,.,.,N,.,P,.,P,P,B,B,P,P,.,.,.,.,R,R,.,K,.,white,b4,b2b4
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,q,p,b,.,n,.,.,.,.,.,.,.,.,.,b,.,P,.,.,p,.,.,.,P,.,N,.,.,N,.,P,.,.,P,B,B,P,P,.,.,.,.,R,R,.,K,.,white,Ng5,f3g5
.,.,k,.,.,.,.,r,p,.,p,.,.,p,p,p,.,q,p,b,.,n,.,.,.,.,.,.,.,.,N,.,.,P,.,.,p,.,.,.,P,.,N,.,.,.,.,P,.,.,P,B,b,P,P,.,.,.,.,R,R,.,K,.,white,Nxe2,c3e2
.,.,k,.,.,r,.,.,p,.,p,.,.,p,p,p,.,q,p,b,.,n,.,.,.,.,.,.,.,.,N,.,.,P,.,.,p,.,.,.,P,.,.,.,.,.,.,P,.,.,P,B,N,P,P,.,.,.,.,R,R,.,K,.,white,Nc3,e2c3
.,.,k,.,.,r,.,.,p,.,p,.,.,p,p,p,.,.,p,b,.,n,.,.,.,.,.,.,.,.,N,.,.,P,.,q,p,.,.,.,P,.,N,.,.,.,.,P,.,.,P,B,.,P,P,.,.,.,.,R,R,.,K,.,white,Ncxe4,c3e4
.,.,k,.,.,r,.,.,p,.,p,.,.,p,p,p,.,.,p,b,.,.,.,.,.,.,.,.,.,.,N,.,.,P,.,q,n,.,.,.,P,.,.,.,.,.,.,P,.,.,P,B,.,P,P,.,.,.,.,R,R,.,K,.,white,Nxe4,g5e4
.,.,k,.,.,r,.,.,p,.,p,.,.,p,p,p,.,.,p,b,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,N,.,.,.,P,.,.,.,.,.,.,P,.,q,P,B,.,P,P,.,.,.,.,R,R,.,K,.,white,Bc3,d2c3
.,.,k,.,.,r,.,.,p,.,p,.,.,p,p,p,.,.,p,b,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,N,.,.,.,P,.,B,.,.,.,.,P,.,.,q,.,.,P,P,.,.,.,.,R,R,.,K,.,white,Bxg7,c3g7
.,.,k,r,.,.,.,.,p,.,p,.,.,p,B,p,.,.,p,b,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,N,.,.,.,P,.,.,.,.,.,.,P,.,.,q,.,.,P,P,.,.,.,.,R,R,.,K,.,white,Rc1,d1c1
.,.,k,r,.,.,.,.,p,.,p,.,.,p,B,p,.,.,p,b,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,N,.,.,.,P,.,.,q,.,.,.,P,.,.,.,.,.,P,P,.,.,.,R,.,R,.,K,.,white,Bf6,g7f6
.,.,k,.,.,.,.,.,p,.,p,r,.,p,.,p,.,.,p,b,.,B,.,.,.,.,.,.,.,.,.,.,.,P,.,.,N,.,.,.,P,.,.,q,.,.,.,P,.,.,.,.,.,P,P,.,.,.,R,.,R,.,K,.,white,Re3,e1e3
.,.,k,.,.,.,.,.,p,.,p,r,.,p,.,p,.,.,p,b,.,B,.,.,.,.,.,q,.,.,.,.,.,P,.,.,N,.,.,.,P,.,.,.,R,.,.,P,.,.,.,.,.,P,P,.,.,.,R,.,.,.,K,.,white,g3,g2g3
.,.,k,.,.,.,.,.,p,.,p,r,.,p,.,p,.,.,p,b,.,B,.,.,.,.,.,.,.,q,.,.,.,P,.,.,N,.,.,.,P,.,.,.,R,.,P,P,.,.,.,.,.,P,.,.,.,.,R,.,.,.,K,.,white,Kg2,g1g2
.,.,k,.,.,.,.,.,p,.,p,r,.,p,.,.,.,.,p,b,.,B,.,.,.,.,.,.,.,q,.,p,.,P,.,.,N,.,.,.,P,.,.,.,R,.,P,P,.,.,.,.,.,P,K,.,.,.,R,.,.,.,.,.,white,Rxc6,c1c6
.,.,.,.,.,.,.,.,p,k,p,r,.,p,.,.,.,.,R,b,.,B,.,.,.,.,.,.,.,q,.,p,.,P,.,.,N,.,.,.,P,.,.,.,R,.,P,P,.,.,.,.,.,P,K,.,.,.,.,.,.,.,.,.,white,Rcc3,c6c3
.,.,.,.,.,b,.,.,p,k,p,r,.,p,.,.,.,.,.,.,.,B,.,.,.,.,.,.,.,q,.,p,.,P,.,.,N,.,.,.,P,.,R,.,R,.,P,P,.,.,.,.,.,P,K,.,.,.,.,.,.,.,.,.,white,Re2,e3e2
.,.,.,.,.,b,.,.,.,k,p,r,.,p,.,.,p,.,.,.,.,B,.,.,.,.,.,.,.,q,.,p,.,P,.,.,N,.,.,.,P,.,R,.,.,.,P,P,.,.,.,.,R,P,K,.,.,.,.,.,.,.,.,.,white,Bg5,f6g5
.,.,.,.,.,b,.,.,.,k,p,.,.,p,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,q,B,p,.,P,.,r,N,.,.,.,P,.,R,.,.,.,P,P,.,.,.,.,R,P,K,.,.,.,.,.,.,.,.,.,white,Nc5+,e4c5
.,.,.,.,.,.,.,.,.,k,p,.,.,p,.,.,p,.,.,.,.,.,.,.,.,.,b,.,.,q,B,p,.,P,.,r,.,.,.,.,P,.,R,.,.,.,P,P,.,.,.,.,R,P,K,.,.,.,.,.,.,.,.,.,white,Rxc5,c3c5
.,.,.,.,.,.,.,.,.,k,p,.,.,p,.,.,p,.,.,.,.,.,.,.,.,.,R,r,.,q,B,p,.,P,.,.,.,.,.,.,P,.,.,.,.,.,P,P,.,.,.,.,R,P,K,.,.,.,.,.,.,.,.,.,white,Be3,g5e3
.,.,.,.,.,.,.,.,.,k,p,.,.,p,.,.,p,.,.,.,.,.,.,.,.,.,R,r,.,.,.,p,.,P,.,.,q,.,.,.,P,.,.,.,B,.,P,P,.,.,.,.,R,P,K,.,.,.,.,.,.,.,.,.,white,f3,f2f3
.,.,.,.,.,.,.,.,.,k,p,.,.,p,.,.,p,.,.,.,.,.,.,.,.,.,R,r,.,q,.,p,.,P,.,.,.,.,.,.,P,.,.,.,B,P,P,P,.,.,.,.,R,.,K,.,.,.,.,.,.,.,.,.,white,g4,g3g4
.,.,.,.,.,.,.,.,.,k,p,.,.,p,.,.,p,.,.,.,.,.,.,.,.,.,R,r,.,q,.,.,.,P,.,.,.,.,p,.,P,.,.,.,B,P,.,P,.,.,.,.,R,.,K,.,.,.,.,.,.,.,.,.,white,hxg4,h3g4
.,.,.,.,.,.,.,.,.,k,p,q,.,p,.,.,p,.,.,.,.,.,.,.,.,.,R,r,.,.,.,.,.,P,.,.,.,.,P,.,P,.,.,.,B,P,.,.,.,.,.,.,R,.,K,.,.,.,.,.,.,.,.,.,white,Rec2,e2c2
.,.,.,.,.,.,.,.,.,k,p,q,.,p,.,.,p,.,.,.,.,.,.,.,.,.,r,.,.,.,.,.,.,P,.,.,.,.,P,.,P,.,.,.,B,P,.,.,.,.,R,.,.,.,K,.,.,.,.,.,.,.,.,.,white,Rxc5,c2c5
.,.,.,.,.,.,.,.,.,k,.,q,.,p,.,.,p,.,p,.,.,.,.,.,.,.,R,.,.,.,.,.,.,P,.,.,.,.,P,.,P,.,.,.,B,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,white,Rf5,c5f5
.,.,.,.,.,.,.,.,.,k,.,.,.,p,.,.,p,.,p,.,q,.,.,.,.,.,.,.,.,R,.,.,.,P,.,.,.,.,P,.,P,.,.,.,B,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,white,Bc5,e3c5
.,.,.,.,.,.,.,.,.,.,k,.,.,p,.,.,p,.,p,.,q,.,.,.,.,.,B,.,.,R,.,.,.,P,.,.,.,.,P,.,P,.,.,.,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,white,a4,a3a4
.,.,.,.,.,.,.,.,.,.,.,k,.,p,.,.,p,.,p,.,q,.,.,.,.,.,B,.,.,R,.,.,P,P,.,.,.,.,P,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,K,.,.,.,.,.,.,.,.,.,white,a5,a4a5
.,.,.,.,.,.,.,.,.,.,.,k,.,p,.,.,p,.,p,.,.,.,.,.,P,.,B,.,.,R,.,.,.,P,.,.,.,.,P,.,.,.,.,.,.,P,.,.,.,.,.,.,q,.,K,.,.,.,.,.,.,.,.,.,white,Kg3,g2g3
.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,p,.,p,.,k,.,.,.,P,.,B,.,.,R,.,.,.,P,.,.,.,.,P,.,.,.,.,.,.,P,K,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,white,Rf4,f5f4
.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,p,.,p,.,k,.,.,.,P,.,B,.,.,.,.,.,.,P,.,.,.,R,P,.,.,.,.,.,.,P,K,.,.,.,.,.,.,.,.,.,.,.,.,.,q,.,.,.,white,Bf2,c5f2
.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,p,.,p,.,k,.,.,.,P,.,.,.,.,.,.,.,.,P,.,.,.,R,P,.,.,.,.,.,.,P,K,.,.,.,.,.,.,B,.,.,.,q,.,.,.,.,.,.,white,Re4+,f4e4
.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,p,.,p,.,.,.,.,.,P,.,.,k,.,.,.,.,.,P,.,.,R,.,P,.,.,.,.,.,.,P,K,.,.,.,.,.,.,B,.,.,.,q,.,.,.,.,.,.,white,Bc5,f2c5
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,p,.,.,P,.,B,k,.,.,.,.,.,P,.,.,R,.,P,.,.,.,.,.,.,P,K,.,.,.,.,.,.,.,.,.,.,q,.,.,.,.,.,.,white,Kf4,g3f4
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,p,.,.,P,.,B,k,.,.,.,.,.,P,.,.,R,K,P,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,q,white,Re3,e4e3
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,p,.,.,P,.,B,k,.,.,.,.,.,P,.,.,.,K,P,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,q,.,.,.,.,.,.,.,.,white,Kf5,f4f5
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,p,.,.,P,.,B,k,.,K,.,.,.,P,.,.,.,.,P,q,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,f4,f3f4
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,p,.,q,P,.,B,k,.,K,.,.,.,P,.,.,.,P,P,.,.,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rd3+,e3d3
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,p,.,q,P,.,B,.,.,K,.,.,.,P,k,.,.,P,P,.,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rd6,d3d6
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,q,p,.,p,R,.,p,.,.,P,.,B,.,.,K,.,.,.,P,k,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kxf6,f5f6
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,R,.,K,.,q,P,.,B,.,.,.,.,.,.,P,k,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kf5,f6f5
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,q,p,.,p,R,.,.,.,.,P,.,B,.,.,K,.,.,.,P,k,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rg6,d6g6
.,.,.,.,.,.,.,.,.,.,.,.,.,q,.,.,p,.,p,.,.,.,R,.,P,.,B,.,.,K,.,.,.,P,k,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kg5,f5g5
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,.,R,.,P,.,B,q,.,.,K,.,.,P,k,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,f5,f4f5
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,.,R,.,P,.,B,.,.,P,K,.,.,P,k,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,.,white,Kf6,g5f6
.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,K,R,.,P,.,B,.,.,P,.,.,.,P,k,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kg7,f6g7
.,.,.,.,.,.,.,.,.,.,.,q,.,.,K,.,p,.,p,.,.,.,R,.,P,.,B,.,.,P,.,.,.,P,k,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kf6,g7f6
.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,.,p,.,p,.,.,K,R,.,P,.,B,.,.,P,.,.,.,P,k,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kf7,f6f7
.,.,.,.,.,.,.,.,.,.,.,q,.,K,.,.,p,.,p,.,.,.,R,.,P,.,B,.,.,P,.,.,.,P,k,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Be7,c5e7
.,.,.,.,.,.,.,.,.,.,.,.,B,K,.,.,p,.,p,.,.,.,R,.,P,.,.,q,.,P,.,.,.,P,k,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kf8,f7f8
.,.,.,.,.,K,.,.,.,.,.,.,B,.,.,.,p,.,p,.,.,.,R,.,P,k,.,q,.,P,.,.,.,P,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,f6,f5f6
.,.,.,.,.,K,.,.,.,.,.,.,B,.,.,.,p,.,p,.,q,P,R,.,P,k,.,.,.,.,.,.,.,P,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,g5,g4g5
.,.,.,.,.,K,.,.,.,.,.,.,B,.,.,.,p,.,p,.,q,P,R,.,P,.,.,.,.,.,P,.,k,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rg7,g6g7
.,.,.,.,.,K,.,.,.,.,.,.,B,.,R,.,p,.,p,.,q,P,.,.,P,k,.,.,.,.,P,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,g6,g5g6
.,.,.,.,.,K,.,.,.,.,.,.,B,.,R,.,p,.,p,.,q,P,P,.,P,.,.,.,.,.,.,.,k,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rf7,g7f7
.,.,q,.,.,K,.,.,.,.,.,.,B,R,.,.,p,.,p,.,.,P,P,.,P,.,.,.,.,.,.,.,k,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kg7,f8g7
.,.,q,.,.,.,.,.,.,.,.,.,B,R,K,.,p,.,p,.,.,P,P,.,P,k,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Bc5,e7c5
.,.,.,.,q,.,.,.,.,.,.,.,.,R,K,.,p,.,p,.,.,P,P,.,P,k,B,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Re7,f7e7
.,.,.,q,.,.,.,.,.,.,.,.,R,.,K,.,p,.,p,.,.,P,P,.,P,k,B,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,f7,f6f7
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,e4,e2e4
r,n,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,.,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,n,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,.,R,white,Bc4,f1c4
r,.,b,q,k,b,.,r,p,p,p,p,.,p,p,p,.,.,n,.,.,n,.,.,.,.,.,.,p,.,.,.,.,.,B,.,P,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,Ng5,f3g5
r,.,b,q,k,b,.,r,p,p,p,.,.,p,p,p,.,.,n,.,.,n,.,.,.,.,.,p,p,.,N,.,.,.,B,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,exd5,e4d5
r,.,b,q,k,b,.,r,p,p,p,.,.,p,p,p,.,.,n,.,.,.,.,.,.,.,.,n,p,.,N,.,.,.,B,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,.,.,R,white,d4,d2d4
r,.,.,q,k,b,.,r,p,p,p,b,.,p,p,p,.,.,n,.,.,.,.,.,.,.,.,n,p,.,N,.,.,.,B,P,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,.,P,P,P,R,N,B,Q,K,.,.,R,white,Bxd5,c4d5
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,.,R,black,Nf6,g8f6
r,n,b,q,k,b,.,r,p,p,p,p,p,p,p,p,.,.,.,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,.,P,P,P,P,R,N,B,Q,K,B,.,R,black,g6,g7g6
